Player Name,Pos.,Birthdate,Birthplace,Country,Seasons,GP,G,A,Pts,PIM,Yrs.,Birthplace_original,Country_original
Amos Arbour,L,26-01-1895,"Waubaushene, ON, Canada",Canada,1918-1924,109,51,13,64,66,6,"Waubaushene, ON, Canada",Canada
Andre Benoit,D,06-01-1984,"St. Albert, ON, Canada",Canada,2010-2016,181,11,37,48,60,5,"St. Albert, ON, Canada",Canada
Andre Binette,G,02-12-1933,"Montreal, QC, Canada",Canada,1954-1955,1,0,0,0,0,1,"Montreal, QC, Canada",Canada
Andre Boudrias,C,19-09-1943,"Montreal, QC, Canada",Canada,1963-1976,662,151,340,491,216,12,"Montreal, QC, Canada",Canada
Andre Champagne,L,19-09-1943,"Eastview, ON, Canada",Canada,1962-1963,2,0,0,0,0,1,"Eastview, ON, Canada",Canada
Andre Corriveau,R,15-05-1928,"Grand'Mere, QC, Canada",Canada,1953-1954,3,0,1,1,0,1,"Grand'Mere, QC, Canada",Canada
Andre Dore,D,11-02-1958,"Montreal, QC, Canada",Canada,1978-1985,257,14,81,95,261,7,"Montreal, QC, Canada",Canada
Andre Dupont,D,27-07-1949,"Trois-Rivieres, QC, Canada",Canada,1970-1983,810,59,185,244,1986,13,"Trois-Rivieres, QC, Canada",Canada
Andre Faust,L,07-10-1969,"Joliette, QC, Canada",Canada,1992-1994,47,10,7,17,14,2,"Joliette, QC, Canada",Canada
Andre Gill,G,19-09-1941,"Sorel, QC, Canada",Canada,1967-1968,5,0,0,0,0,1,"Sorel, QC, Canada",Canada
Andre Hidi,F,05-06-1960,"Toronto, ON, Canada",Canada,1983-1985,7,2,1,3,9,2,"Toronto, ON, Canada",Canada
Andre Hinse,L,19-04-1945,"Trois-Rivieres, QC, Canada",Canada,1967-1968,4,0,0,0,0,1,"Trois-Rivieres, QC, Canada",Canada
Andre Lacroix,C,05-06-1945,"Lauzon, QC, Canada",Canada,1967-1980,325,79,119,198,44,6,"Lauzon, QC, Canada",Canada
Andre Pronovost,L,09-07-1936,"Shawinigan, QC, Canada",Canada,1956-1968,556,94,104,198,408,10,"Shawinigan Falls, QC, Canada",Canada
Andre Racicot,G,09-06-1969,"Rouyn-Noranda, QC, Canada",Canada,1989-1994,68,0,2,2,6,5,"Rouyn-Noranda, QC, Canada",Canada
Andre Savage,C,27-05-1975,"Ottawa, ON, Canada",Canada,1998-2003,66,10,14,24,14,4,"Ottawa, ON, Canada",Canada
Andre Savard,C,02-09-1953,"Temiscaming, QC, Canada",Canada,1973-1985,790,211,271,482,411,12,"Temiscaming, QC, Canada",Canada
Andre St. Laurent,C,16-02-1953,"Rouyn-Noranda, QC, Canada",Canada,1973-1984,644,129,187,316,749,11,"Rouyn-Noranda, QC, Canada",Canada
Andreas Athanasiou,C,06-08-1994,"Woodbridge, ON, Canada",Canada,2015-2025,495,128,118,246,189,10,"Woodbridge, ON, Canada",Canada
Andrew Agozzino,L,03-01-1991,"Kleinburg, ON, Canada",Canada,2014-2026,53,3,9,12,4,8,"Kleinburg, ON, Canada",Canada
Andrew Blair,C,27-02-1908,"Winnipeg, MB, Canada",Canada,1928-1937,401,74,86,160,323,9,"Winnipeg, MB, Canada",Canada
Andrew Bodnarchuk,D,11-07-1988,"Drumheller, AB, Canada",Canada,2009-2016,42,0,4,4,16,2,"Drumheller, AB, Canada",Canada
Andrew Brunette,L,24-08-1973,"Sudbury, ON, Canada",Canada,1995-2012,1110,268,465,733,314,16,"Sudbury, ON, Canada",Canada
Andrew Campbell,D,04-02-1988,"Caledonia, ON, Canada",Canada,2013-2016,42,0,2,2,12,3,"Caledonia, ON, Canada",Canada
Andrew Cassels,C,23-07-1969,"Bramalea, ON, Canada",Canada,1989-2006,1015,204,528,732,410,16,"Bramalea, ON, Canada",Canada
Andrew Cogliano,C,14-06-1987,"Toronto, ON, Canada",Canada,2007-2024,1294,190,274,464,449,17,"Toronto, ON, Canada",Canada
Andrew Crescenzi,C,29-07-1992,"Thornhill, ON, Canada",Canada,2017-2018,2,0,0,0,2,1,"Thornhill, ON, Canada",Canada
Andrew Desjardins,C,27-07-1986,"Sudbury, ON, Canada",Canada,2010-2017,408,23,41,64,307,7,"Sudbury, ON, Canada",Canada
Andrew Ebbett,C,02-01-1983,"Vernon, BC, Canada",Canada,2007-2015,224,26,45,71,50,8,"Vernon, BC, Canada",Canada
Andrew Ference,D,17-03-1979,"Edmonton, AB, Canada",Canada,1999-2016,907,43,182,225,753,16,"Edmonton, AB, Canada",Canada
Andrew Gordon,L,13-12-1985,"Halifax, NS, Canada",Canada,2008-2013,55,3,4,7,6,5,"Halifax, NS, Canada",Canada
Andrew Hammond,G,11-02-1988,"Surrey, BC, Canada",Canada,2013-2022,67,0,1,1,2,6,"Surrey, BC, Canada",Canada
Andrew Joudrey,C,15-07-1984,"Bedford, NS, Canada",Canada,2011-2012,1,0,0,0,0,1,"Bedford, NS, Canada",Canada
Andrew Ladd,L,12-12-1985,"Maple Ridge, BC, Canada",Canada,2005-2022,1001,256,294,550,615,16,"Maple Ridge, BC, Canada",Canada
Andrew MacDonald,D,07-09-1986,"Judique, NS, Canada",Canada,2008-2019,586,28,133,161,276,11,"Judique, NS, Canada",Canada
Andrew MacWilliam,D,25-03-1990,"Calgary, AB, Canada",Canada,2014-2015,12,0,2,2,12,1,"Calgary, AB, Canada",Canada
Andrew Mangiapane,L,04-04-1996,"Toronto, ON, Canada",Canada,2017-2026,560,131,128,259,247,9,"Toronto, ON, Canada",Canada
Andrew McBain,R,18-02-1965,"Toronto, ON, Canada",Canada,1983-1994,608,129,172,301,633,11,"Toronto, ON, Canada",Canada
Andrew McKim,C,06-07-1970,"Saint John, NB, Canada",Canada,1992-1995,38,1,4,5,6,3,"Saint John, NB, Canada",Canada
Andrew Murray,C,06-11-1981,"Selkirk, MB, Canada",Canada,2007-2013,221,24,16,40,36,6,"Selkirk, MB, Canada",Canada
Andrew Peters,L,05-05-1980,"St. Catharines, ON, Canada",Canada,2003-2010,229,4,3,7,650,6,"St. Catharines, ON, Canada",Canada
Andrew Raycroft,G,04-05-1980,"Belleville, ON, Canada",Canada,2000-2012,280,0,3,3,14,11,"Belleville, ON, Canada",Canada
Andrew Shaw,R,20-07-1991,"Belleville, ON, Canada",Canada,2011-2021,544,116,131,247,573,10,"Belleville, ON, Canada",Canada
Andy Andreoff,C,17-05-1991,"Pickering, ON, Canada",Canada,2014-2023,188,14,13,27,225,8,"Pickering, ON, Canada",Canada
Andy Barbe,R,27-07-1923,"Coniston, ON, Canada",Canada,1950-1951,1,0,0,0,2,1,"Coniston, ON, Canada",Canada
Andy Bathgate,C,28-08-1932,"Winnipeg, MB, Canada",Canada,1952-1971,1069,349,624,973,624,17,"Winnipeg, MB, Canada",Canada
Andy Bellemer,D,03-07-1903,"Penetanguishene, ON, Canada",Canada,1932-1933,16,0,0,0,0,1,"Penetanguishene, ON, Canada",Canada
Andy Branigan,D,11-04-1922,"Winnipeg, MB, Canada",Canada,1940-1942,26,1,2,3,31,2,"Winnipeg, MB, Canada",Canada
Andy Brown,G,15-02-1944,"Hamilton, ON, Canada",Canada,1971-1974,62,0,0,0,64,3,"Hamilton, ON, Canada",Canada
Andy Chiodo,G,24-04-1983,"Toronto, ON, Canada",Canada,2003-2004,8,0,0,0,0,1,"Toronto, ON, Canada",Canada
Andy Delmore,D,26-12-1976,"Windsor, ON, Canada",Canada,1998-2006,283,43,58,101,105,7,"Windsor, ON, Canada",Canada
Andy Hebenton,R,03-10-1929,"Winnipeg, MB, Canada",Canada,1955-1964,630,189,202,391,83,9,"Winnipeg, MB, Canada",Canada
Andy McDonald,C,25-08-1977,"Strathroy, ON, Canada",Canada,2000-2013,685,182,307,489,280,12,"Strathroy, ON, Canada",Canada
Andy Moog,G,18-02-1960,"Penticton, BC, Canada",Canada,1980-1998,713,0,24,24,230,18,"Penticton, BC, Canada",Canada
Andy Rymsha,R,10-12-1968,"St. Catharines, ON, Canada",Canada,1991-1992,6,0,0,0,23,1,"St. Catharines, ON, Canada",Canada
Andy Schliebener,D,16-08-1962,"Ottawa, ON, Canada",Canada,1981-1985,84,2,11,13,74,3,"Ottawa, ON, Canada",Canada
Andy Schneider,L,29-03-1972,"Edmonton, AB, Canada",Canada,1993-1994,10,0,0,0,15,1,"Edmonton, AB, Canada",Canada
Andy Spruce,L,17-04-1954,"London, ON, Canada",Canada,1976-1979,172,31,42,73,111,3,"London, ON, Canada",Canada
Andy Sutton,D,10-03-1975,"Kingston, ON, Canada",Canada,1998-2012,676,38,112,150,1185,13,"Kingston, ON, Canada",Canada
Angie Moretto,C,18-09-1953,"Toronto, ON, Canada",Canada,1976-1977,5,1,2,3,2,1,"Toronto, ON, Canada",Canada
"Angus ""Scotty"" Cameron",C,05-11-1921,"Prince Albert, SK, Canada",Canada,1942-1943,35,8,11,19,0,1,"Prince Albert, SK, Canada",Canada
Angus Booth,D,27-04-2004,"Montreal, QC, Canada",Canada,2025-2026,1,1,0,1,0,1,"Montreal, QC, Canada",Canada
Angus Crookshank,C,02-10-1999,"North Vancouver, BC, Canada",Canada,2023-2026,29,3,2,5,8,3,"North Vancouver, BC, Canada",Canada
Anson Carter,C,06-06-1974,"Toronto, ON, Canada",Canada,1996-2007,674,202,219,421,229,10,"Toronto, ON, Canada",Canada
Anthony Beauvillier,L,08-06-1997,"Sorel-Tracy, QC, Canada",Canada,2016-2026,713,146,153,299,149,10,"Sorel-Tracy, QC, Canada",Canada
Anthony Cirelli,C,15-07-1997,"Etobicoke, ON, Canada",Canada,2017-2026,582,147,197,344,297,9,"Etobicoke, ON, Canada",Canada
Anthony Duclair,L,26-08-1995,"Pointe-Claire, QC, Canada",Canada,2014-2026,669,165,176,341,221,12,"Pointe-Claire, QC, Canada",Canada
Anthony Mantha,R,16-09-1994,"Longueuil, QC, Canada",Canada,2015-2026,588,179,188,367,320,11,"Longueuil, QC, Canada",Canada
Anthony Peluso,R,18-04-1989,"North York, ON, Canada",Canada,2012-2019,148,4,10,14,220,6,"North York, ON, Canada",Canada
Anthony Richard,C,20-12-1996,"Trois-Rivieres, QC, Canada",Canada,2018-2026,40,6,8,14,8,6,"Trois-Rivieres, QC, Canada",Canada
Anthony Stewart,R,05-01-1985,"La Salle, QC, Canada",Canada,2005-2012,262,27,44,71,123,6,"La Salle, QC, Canada",Canada
Antoine Bibeau,G,01-05-1994,"Victoriaville, QC, Canada",Canada,2016-2020,4,0,0,0,0,2,"Victoriaville, QC, Canada",Canada
Antoine Vermette,C,20-07-1982,"Saint-Agapit, QC, Canada",Canada,2003-2018,1046,228,287,515,622,14,"Saint-Agapit, QC, Canada",Canada
Arber Xhekaj,D,30-01-2001,"Hamilton, ON, Canada",Canada,2022-2026,230,10,23,33,416,4,"Hamilton, ON, Canada",Canada
Archie Briden,L,16-07-1898,"Renfrew, ON, Canada",Canada,1926-1930,72,9,5,14,56,2,"Renfrew, ON, Canada",Canada
Archie Fraser,C,09-02-1914,"Souris, MB, Canada",Canada,1943-1944,3,0,1,1,0,1,"Souris, MB, Canada",Canada
Archie Henderson,R,17-02-1957,"Calgary, AB, Canada",Canada,1980-1983,23,3,1,4,92,3,"Calgary, AB, Canada",Canada
Archie Wilcox,D,05-05-1903,"Montreal, QC, Canada",Canada,1929-1935,207,8,14,22,158,6,"Montreal, QC, Canada",Canada
Archie Wilder,L,30-05-1917,"Melville, SK, Canada",Canada,1940-1941,18,0,2,2,2,1,"Melville, SK, Canada",Canada
"Armand ""Bep"" Guidolin",L,09-12-1925,"Thorold, ON, Canada",Canada,1942-1952,519,107,171,278,616,9,"Thorold, ON, Canada",Canada
"Armand ""Dutch"" Delmonte",R,03-06-1927,"Timmins, ON, Canada",Canada,1945-1946,1,0,0,0,0,1,"Timmins, ON, Canada",Canada
Armand Gaudreault,L,14-07-1921,"Saint-Felicien, QC, Canada",Canada,1944-1945,44,15,9,24,27,1,"Saint-Felicien, QC, Canada",Canada
Armand Mondou,L,27-06-1905,"Yamaska, QC, Canada",Canada,1928-1940,385,47,71,118,99,12,"Yamaska, QC, Canada",Canada
Armand Raymond,D,12-01-1913,"Montreal, QC, Canada",Canada,1937-1940,22,0,3,3,14,2,"Montreal, QC, Canada",Canada
Arnaud Durandeau,L,14-01-1999,"Montreal, QC, Canada",Canada,2022-2023,4,0,0,0,2,1,"Montreal, QC, Canada",Canada
Arnie Brown,D,28-01-1942,"Oshawa, ON, Canada",Canada,1961-1974,681,44,141,185,738,12,"Oshawa, ON, Canada",Canada
Arnie Kullman,C,09-10-1927,"Winnipeg, MB, Canada",Canada,1947-1950,13,0,1,1,11,2,"Winnipeg, MB, Canada",Canada
Arron Asham,R,13-04-1978,"Portage La Prairie, MB, Canada",Canada,1998-2014,789,94,114,208,1004,15,"Portage La Prairie, MB, Canada",Canada
Arshdeep Bains,L,09-01-2001,"Surrey, BC, Canada",Canada,2023-2026,49,2,4,6,18,3,"Surrey, BC, Canada",Canada
"Art ""Nosey"" Gauthier",C,10-10-1904,"Espanola, ON, Canada",Canada,1926-1927,13,0,0,0,0,1,"Espanola, ON, Canada",Canada
Art Alexandre,L,02-03-1909,"St. Jean, QC, Canada",Canada,1931-1933,11,0,2,2,8,2,"St. Jean, QC, Canada",Canada
Art Chapman,C,29-05-1907,"Winnipeg, MB, Canada",Canada,1930-1940,438,62,174,236,140,10,"Winnipeg, MB, Canada",Canada
Art Gagne,R,11-10-1897,"Ottawa, ON, Canada",Canada,1926-1932,228,67,33,100,257,6,"Ottawa, ON, Canada",Canada
Art Giroux,R,06-06-1908,"Quebec, QC, Canada",Canada,1932-1936,54,6,4,10,14,3,"Quebec, QC, Canada",Canada
Art Herchenratter,L,24-11-1917,"Kitchener, ON, Canada",Canada,1940-1941,10,1,2,3,2,1,"Kitchener, ON, Canada",Canada
Art Jackson,C,15-12-1915,"Toronto, ON, Canada",Canada,1934-1945,466,123,178,301,144,11,"Toronto, ON, Canada",Canada
Art Ross,D,13-01-1885,"Naughton, ON, Canada",Canada,1917-1918,3,1,0,1,0,1,"Naughton, ON, Canada",Canada
Art Smith,D,29-11-1906,"Toronto, ON, Canada",Canada,1927-1931,137,15,10,25,249,4,"Toronto, ON, Canada",Canada
Art Somers,C,17-01-1903,"Winnipeg, MB, Canada",Canada,1929-1935,222,33,56,89,189,6,"Winnipeg, MB, Canada",Canada
Art Stratton,C,08-10-1935,"Winnipeg, MB, Canada",Canada,1959-1968,95,18,33,51,24,4,"Winnipeg, MB, Canada",Canada
Art Strobel,L,28-11-1922,"Regina, SK, Canada",Canada,1943-1944,7,0,0,0,0,1,"Regina, SK, Canada",Canada
Art Townsend,D,09-10-1905,"Souris, MB, Canada",Canada,1926-1927,4,0,0,0,0,1,"Souris, MB, Canada",Canada
Art Wiebe,D,28-09-1913,"Rosthern, SK, Canada",Canada,1932-1944,414,14,27,41,201,11,"Rosthern, SK, Canada",Canada
Arthur Brooks,G,29-03-1887,"Guelph, ON, Canada",Canada,1917-1918,4,0,0,0,0,1,"Guelph, ON, Canada",Canada
Arthur Coulter,D,31-05-1909,"Winnipeg, MB, Canada",Canada,1931-1942,461,30,82,112,543,11,"Winnipeg, MB, Canada",Canada
Arthur Duncan,D,04-07-1894,"Sault Ste. Marie, ON, Canada",Canada,1926-1931,157,18,16,34,225,5,"Sault Ste. Marie, ON, Canada",Canada
Arthur Michaluk,D,04-05-1923,"Canmore, AB, Canada",Canada,1947-1948,5,0,0,0,0,1,"Canmore, AB, Canada",Canada
Ashton Sautner,D,27-05-1994,"Flin Flon, MB, Canada",Canada,2017-2020,23,0,3,3,4,3,"Flin Flon, MB, Canada",Canada
"Aubrey ""Dit"" Clapper",D,01-02-1907,"Newmarket, ON, Canada",Canada,1927-1947,824,228,246,474,462,20,"Newmarket, ON, Canada",Canada
Aubrey Webster,R,25-09-1910,"Fort William, ON, Canada",Canada,1934-1935,4,0,0,0,0,1,"Fort William, ON, Canada",Canada
Aurel Joliat,L,29-08-1901,"Ottawa, ON, Canada",Canada,1922-1938,654,270,190,460,757,16,"Ottawa, ON, Canada",Canada
Austin Strand,D,17-02-1997,"Calgary, AB, Canada",Canada,2020-2023,26,0,3,3,10,3,"Calgary, AB, Canada",Canada
Austin Wagner,L,23-06-1997,"Calgary, AB, Canada",Canada,2018-2023,178,23,19,42,70,4,"Calgary, AB, Canada",Canada
Autry Erickson,D,25-01-1938,"Lethbridge, AB, Canada",Canada,1959-1970,226,7,24,31,182,7,"Lethbridge, AB, Canada",Canada
Barclay Goodrow,C,26-02-1993,"Toronto, ON, Canada",Canada,2014-2026,731,70,119,189,657,12,"Toronto, ON, Canada",Canada
Barclay Plager,D,25-03-1941,"Kirkland Lake, ON, Canada",Canada,1967-1977,614,44,187,231,1115,10,"Kirkland Lake, ON, Canada",Canada
Barney Stanley,R,06-01-1893,"Paisley, ON, Canada",Canada,1927-1928,2,0,0,0,0,1,"Paisley, ON, Canada",Canada
Barret Jackman,D,05-03-1981,"Trail, BC, Canada",Canada,2001-2016,876,29,157,186,1102,14,"Trail, BC, Canada",Canada
Barrett Hayton,C,09-06-2000,"Peterborough, ON, Canada",Canada,2019-2026,358,65,90,155,201,7,"Peterborough, ON, Canada",Canada
Barrie Meissner,L,26-07-1946,"Unity, SK, Canada",Canada,1967-1969,6,0,1,1,4,2,"Unity, SK, Canada",Canada
Barrie Moore,L,22-05-1975,"London, ON, Canada",Canada,1995-2000,39,2,6,8,18,3,"London, ON, Canada",Canada
Barry Ashbee,D,28-07-1939,"Weston, ON, Canada",Canada,1965-1974,284,15,70,85,291,5,"Weston, ON, Canada",Canada
Barry Beck,D,03-06-1957,"Vancouver, BC, Canada",Canada,1977-1990,615,104,251,355,1016,10,"Vancouver, BC, Canada",Canada
Barry Boughner,R,29-01-1948,"Delhi, ON, Canada",Canada,1969-1971,20,0,0,0,11,2,"Delhi, ON, Canada",Canada
Barry Brust,G,08-08-1983,"Swan River, MB, Canada",Canada,2006-2007,11,0,0,0,0,1,"Swan River, MB, Canada",Canada
Barry Cullen,R,16-06-1935,"Ottawa, ON, Canada",Canada,1955-1960,219,32,52,84,111,5,"Ottawa, ON, Canada",Canada
Barry Cummins,D,25-01-1949,"Regina, SK, Canada",Canada,1973-1974,36,1,2,3,39,1,"Regina, SK, Canada",Canada
Barry Dean,L,26-02-1955,"Maple Creek, SK, Canada",Canada,1976-1979,165,25,56,81,146,3,"Maple Creek, SK, Canada",Canada
Barry Gibbs,D,28-09-1948,"Lloydminster, SK, Canada",Canada,1967-1980,796,58,224,282,945,13,"Lloydminster, SK, Canada",Canada
Barry Legge,D,22-10-1954,"Winnipeg, MB, Canada",Canada,1979-1982,107,1,11,12,144,3,"Winnipeg, MB, Canada",Canada
Barry Long,D,03-01-1949,"Red Deer, AB, Canada",Canada,1972-1982,280,11,68,79,250,5,"Red Deer, AB, Canada",Canada
Barry MacKenzie,D,16-08-1941,"Toronto, ON, Canada",Canada,1968-1969,6,0,1,1,6,1,"Toronto, ON, Canada",Canada
Barry Melrose,D,15-07-1956,"Kelvington, SK, Canada",Canada,1979-1986,300,10,23,33,728,6,"Kelvington, SK, Canada",Canada
Barry Nieckar,L,16-12-1967,"Rama, SK, Canada",Canada,1992-1998,8,0,0,0,21,4,"Rama, SK, Canada",Canada
Barry Pederson,C,13-03-1961,"Big River, SK, Canada",Canada,1980-1992,701,238,416,654,472,12,"Big River, SK, Canada",Canada
Barry Potomski,R,24-11-1972,"Windsor, ON, Canada",Canada,1995-1998,68,6,5,11,227,3,"Windsor, ON, Canada",Canada
Barry Salovaara,D,07-01-1948,"Toronto, ON, Canada",Canada,1974-1976,90,2,13,15,70,2,"Toronto, ON, Canada",Canada
Barry Smith,C,25-04-1955,"Surrey, BC, Canada",Canada,1975-1981,114,7,7,14,10,3,"Surrey, BC, Canada",Canada
Barry Sullivan,R,21-09-1926,"Preston, ON, Canada",Canada,1947-1948,1,0,0,0,0,1,"Preston, ON, Canada",Canada
Barry Wilcox,F,23-04-1948,"New Westminster, BC, Canada",Canada,1972-1975,33,3,2,5,15,2,"New Westminster, BC, Canada",Canada
Barry Wilkins,D,28-02-1947,"Toronto, ON, Canada",Canada,1966-1976,418,27,125,152,665,9,"Toronto, ON, Canada",Canada
Bart Crashley,D,15-06-1946,"Toronto, ON, Canada",Canada,1965-1976,140,7,36,43,50,6,"Toronto, ON, Canada",Canada
Barton Bradley,C,29-07-1930,"Fort William, ON, Canada",Canada,1949-1950,1,0,0,0,0,1,"Fort William, ON, Canada",Canada
Basil McRae,L,05-01-1961,"Beaverton, ON, Canada",Canada,1981-1997,576,53,83,136,2453,16,"Beaverton, ON, Canada",Canada
Beattie Ramsay,D,12-12-1895,"Lumsden, SK, Canada",Canada,1927-1928,41,0,2,2,10,1,"Lumsden, SK, Canada",Canada
Beck Malenstyn,L,04-02-1998,"Delta, BC, Canada",Canada,2019-2026,262,19,29,48,103,6,"Delta, BC, Canada",Canada
Beckett Sennecke,R,28-01-2006,"Toronto, ON, Canada",Canada,2025-2026,82,23,37,60,62,1,"Toronto, ON, Canada",Canada
Behn Wilson,D,19-12-1958,"Toronto, ON, Canada",Canada,1978-1988,601,98,261,359,1480,9,"Toronto, ON, Canada",Canada
Ben Chiarot,D,09-05-1991,"Hamilton, ON, Canada",Canada,2013-2026,805,50,135,185,602,13,"Hamilton, ON, Canada",Canada
Ben Eager,L,22-01-1984,"Ottawa, ON, Canada",Canada,2005-2014,407,43,42,85,875,9,"Ottawa, ON, Canada",Canada
Ben Gosselin,L,19-07-1957,"Montreal, QC, Canada",Canada,1977-1978,7,0,0,0,33,1,"Montreal, QC, Canada",Canada
Ben Guite,C,17-07-1978,"Montreal, QC, Canada",Canada,2005-2010,175,19,26,45,97,5,"Montreal, QC, Canada",Canada
Ben Harpur,D,12-01-1995,"Hamilton, ON, Canada",Canada,2015-2023,198,2,19,21,143,7,"Hamilton, ON, Canada",Canada
Ben Hutton,D,20-04-1993,"Brockville, ON, Canada",Canada,2015-2026,575,30,109,139,210,11,"Brockville, ON, Canada",Canada
Ben Jones,C,26-02-1999,"Waterloo, ON, Canada",Canada,2021-2026,56,1,2,3,12,3,"Waterloo, ON, Canada",Canada
Ben Maxwell,C,30-03-1988,"North Vancouver, BC, Canada",Canada,2008-2012,47,2,6,8,19,4,"North Vancouver, BC, Canada",Canada
Ben McCartney,L,13-07-2001,"Portage la Prairie, MB, Canada",Canada,2021-2022,2,0,0,0,4,1,"Portage la Prairie, MB, Canada",Canada
Ben Ondrus,R,25-06-1982,"Sherwood Park, AB, Canada",Canada,2005-2009,52,0,2,2,77,4,"Sherwood Park, AB, Canada",Canada
Ben Scrivens,G,11-09-1986,"Spruce Grove, AB, Canada",Canada,2011-2016,144,0,2,2,20,5,"Spruce Grove, AB, Canada",Canada
Ben Sexton,C,06-06-1991,"Ottawa, ON, Canada",Canada,2017-2018,2,0,0,0,0,1,"Ottawa, ON, Canada",Canada
Ben Street,C,13-02-1987,"Coquitlam, BC, Canada",Canada,2012-2020,59,3,6,9,10,7,"Coquitlam, BC, Canada",Canada
Ben Thomas,D,28-05-1996,"Calgary, AB, Canada",Canada,2020-2021,5,0,0,0,0,1,"Calgary, AB, Canada",Canada
Ben Thomson,L,16-01-1993,"Brampton, ON, Canada",Canada,2016-2017,3,0,0,0,4,1,"Brampton, ON, Canada",Canada
Ben Walter,C,11-05-1984,"Beaconsfield, QC, Canada",Canada,2005-2010,24,1,0,1,6,5,"Beaconsfield, QC, Canada",Canada
Benjamin Kindel,C,19-04-2007,"Coquitlam, BC, Canada",Canada,2025-2026,77,17,18,35,18,1,"Coquitlam, BC, Canada",Canada
Bennett Wolf,D,23-10-1959,"Kitchener, ON, Canada",Canada,1980-1983,30,0,1,1,133,3,"Kitchener, ON, Canada",Canada
Benny Grant,G,14-07-1909,"Owen Sound, ON, Canada",Canada,1928-1944,50,0,0,0,0,6,"Owen Sound, ON, Canada",Canada
Benny Woit,D,07-01-1928,"Fort William, ON, Canada",Canada,1950-1957,333,7,26,33,170,7,"Fort William, ON, Canada",Canada
Benoit Brunet,L,24-08-1968,"Pointe-Claire, QC, Canada",Canada,1988-2002,539,101,161,262,229,13,"Pointe-Claire, QC, Canada",Canada
Benoit Dusablon,C,01-08-1979,"Sainte-Anne-de-la-Perade, QC, Canada",Canada,2003-2004,3,0,0,0,2,1,"Saint-Anne-de-la-Perade, QC, Canada",Canada
Benoit Gratton,C,28-12-1976,"Montreal, QC, Canada",Canada,1997-2004,58,6,10,16,58,6,"Montreal, QC, Canada",Canada
Benoit Hogue,L,28-10-1966,"Repentigny, QC, Canada",Canada,1987-2002,863,222,321,543,877,15,"Repentigny, QC, Canada",Canada
Benoit Pouliot,L,29-09-1986,"Alfred, ON, Canada",Canada,2006-2018,625,130,133,263,371,12,"Alfred, ON, Canada",Canada
Berkly Catton,C,14-01-2006,"Saskatoon, SK, Canada",Canada,2025-2026,66,7,10,17,31,1,"Saskatoon, SK, Canada",Canada
"Bernie ""Boom-Boom"" Geoffrion",R,14-02-1931,"Montreal, QC, Canada",Canada,1950-1968,883,393,429,822,689,16,"Montreal, QC, Canada",Canada
Bernie Brophy,L,09-08-1903,"Collingwood, ON, Canada",Canada,1925-1930,62,4,4,8,25,3,"Collingwood, ON, Canada",Canada
Bernie Federko,C,12-05-1956,"Foam Lake, SK, Canada",Canada,1976-1990,1000,369,761,1130,487,14,"Foam Lake, SK, Canada",Canada
Bernie Johnston,C,15-09-1956,"Toronto, ON, Canada",Canada,1979-1981,57,12,24,36,16,2,"Toronto, ON, Canada",Canada
Bernie Lukowich,F,18-03-1952,"North Battleford, SK, Canada",Canada,1973-1975,79,13,15,28,34,2,"North Battleford, SK, Canada",Canada
Bernie MacNeil,C,07-03-1950,"Sudbury, ON, Canada",Canada,1973-1974,4,0,0,0,0,1,"Sudbury, ON, Canada",Canada
Bernie Morris,C,21-08-1890,"Brandon, MB, Canada",Canada,1924-1925,6,2,0,2,0,1,"Brandon, MB, Canada",Canada
Bernie Nicholls,C,24-06-1961,"Haliburton, ON, Canada",Canada,1981-1999,1127,475,734,1209,1292,18,"Haliburton, ON, Canada",Canada
Bernie Parent,G,03-04-1945,"Montreal, QC, Canada",Canada,1965-1979,608,0,12,12,112,13,"Montreal, QC, Canada",Canada
Bernie Saunders,R,21-06-1956,"Montreal, QC, Canada",Canada,1979-1981,10,0,1,1,8,2,"Montreal, QC, Canada",Canada
Bernie Wolfe,G,18-12-1951,"Montreal, QC, Canada",Canada,1975-1979,120,0,1,1,17,4,"Montreal, QC, Canada",Canada
Bert Connelly,L,22-04-1909,"Montreal, QC, Canada",Canada,1934-1938,88,13,15,28,37,3,"Montreal, QC, Canada",Canada
Bert Corbeau,D,09-02-1894,"Penetanguishene, ON, Canada",Canada,1917-1927,257,65,33,98,611,10,"Penetanguishene, ON, Canada",Canada
Bert Gardiner,G,25-03-1913,"Saskatoon, SK, Canada",Canada,1935-1944,144,0,1,1,0,6,"Saskatoon, SK, Canada",Canada
Bert Hirschfeld,L,01-03-1929,"Halifax, NS, Canada",Canada,1949-1951,33,1,4,5,2,2,"Halifax, NS, Canada",Canada
Bert Lindsay,G,23-07-1881,"Centre Wellington, ON, Canada",Canada,1917-1919,20,0,0,0,0,2,"Centre Wellington, ON, Canada",Canada
Bert Marshall,D,22-11-1943,"Kamloops, BC, Canada",Canada,1965-1979,868,17,181,198,926,14,"Kamloops, BC, Canada",Canada
Bert McCaffrey,D,12-04-1893,"Toronto, ON, Canada",Canada,1924-1931,259,42,30,72,202,7,"Toronto, ON, Canada",Canada
Bert McInenly,D,06-05-1906,"Quebec, QC, Canada",Canada,1930-1936,166,19,15,34,144,6,"Quebec, QC, Canada",Canada
